,site,Section,Period,Total Bones Recorded,Geographic Region,author,time,Cervus_elaphus,Dama_mesopotamica,Cervus_Dama,Cervidae,Dama,Megaloceros_sp,Praemegaceros_verticornis,Pseudodama_sp,Capreolus_sp,Capreolus_capreolus,Pontoceros_antiquus_or_Sprocerus_sp,Bovini_gen_et_sp_Indet.,Bovidae_gen_et_sp_Indet.,Bos_sp,Bos_primigenius,Bos_oldowayensis,Leptobos_sp,Pelorovis_oldowayensis,Alcelaphus_sp,Alcelaphus_buselaphus,Gazella_gazella,gazelle_sp,Capra_sp,Capra_aegagrus,shepgoat,Capra_ibex_nubiana,Oryx_sp,Oryx_leucoryx,Oryx_cf_gazella,Antelopini_gen_et_sp_indet,Equus_sp,Equus_africanus,Equus_ferus,Equus_hyduntinus,Equus_caballus,Equus_caballus_hydruntinus,Equus_tabeti,Equus_hemionus,Equus_hemionus_asinus,Equus_cf_melkiensis,Sus_scrofa,Sus_strozzi,Kolpochoerus_olduvaniensis,Kolpochoerus_evronesis,Hippopotamus_sp,hippopotamus_amphibius,Lycaon_sp,Lycaon_lycaonoides,Canis_sp,Canis_aureus,Canis_mosbachensis,Canis_lupus,Ursus_arctos,Ursus_etruscus,Ursus_sp,Panthera_lio,Panthera_paradus,Panthera_gombaszoegensis,panthera_sp,Megantereon_sp,Acinonyx_jobatus,Lynx_sp,Felidae_indet,Felis_chaus,felis_caracal,felis_sylvestris,Genetta_genetta,Herpestes_sp,Herpestes_Icheumon,Meles_meles,Mustelidae,Mustella_nivalis,Martes_foina,Vormela_peregusna,Procavia,Procavia_capensis,Erinaceus_sp,Erinaceus_concolor,Microtus_guenthri,Microtus_Chionomys,Spalax_ehrenbergi,Stellagama_stellio,Crocidura_cf_suaveolens,Gerbillus_sp,Apodemus_sp,Chionomys_nivalis,Mellivora_sp,cf Mellivora_capensis,Lutra_simplicidens,Vulpes_sp,Vulpes_vulpes,cf_Caracal_caracal,Crocuta_crocuta,Crocuta_Hyaena,Hyaenidae_Indet,Hyaena_hyaena,Hystrix_indica,Hystrix_refossa,Procavia_capensis.1,Lepus_capensis,Rhinoceros_sp,Dicerhorinus_sp,Dicerorhinus_hemitoechus,Stephanorhinus_etruscus_etruscus,Stephanorhinus_sp,Stegodon_sp,Mammuthus_sp,Elephas_sp,Palaeoloxodon_antiquus,Camelus_sp,Camelus_cf_thomasi,Giraffa_sp,Hypolagus_beremendensis,Palaeoloxodon_antiquus.1,Struthio_camelus,sciurus_anomalous,Theropithecus_cf_oswaldi,Macaca_sylvana,mediumlarge,Ovis_aries,Capra_hircus,Ovis_Capra,Bos_taurus,Sus_scrofa_dom,Equus_asinus,Canis_familiaris,Equus_sp.1,Equus_cabalus,Camelus_dromedarius,Bos_indicus,Mule,Gallus_galus,REG_NAME,Y,X,
427,Yoqne'am,Biblical,Middle Bronze,289,Mount Carmel,Horwitz et al.2005,MB II A-B,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,183,60,28,0,0,0,0,0,0,0,0,רכס הכרמל,730010,210475,
428,Yoqne'am,Biblical,Middle Bronze,94,Mount Carmel,Horwitz et al.2005,MB II B,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,52,15,13,0,0,0,0,0,0,0,0,רכס הכרמל,730010,210475,
429,Yoqne'am,Biblical,Middle Bronze,82,Mount Carmel,Horwitz et al.2005,MB II C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,56,11,0,0,0,0,0,0,0,0,0,רכס הכרמל,730010,210475,
430,Raqefet,Prehistory,Natufian,963,Mount Carmel,Garrard 1980 in Martin 1994,Late Natufian,29,59,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,806,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רכס הכרמל,728447,207847,
431,Raqefet Cave,Prehistory,Natufian,217,Mount Carmel,Yeshurun et al. 2013,Late Natufian,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,153,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רכס הכרמל,729132,207357,
432,El Wad,Prehistory,Natufian,1315,Mount Carmel,R. Rabinovich 1998,Early Natufian ,12,124,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,654,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רכס הכרמל,730765,197177,
433,El Wad,Prehistory,Natufian,106,Mount Carmel,R. Rabinovich 1998,Early Natufian ,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,77,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רכס הכרמל,730765,197177,
434,el-Wad cave EN,Prehistory,Natufian,866,Mount Carmel,Munro 2004,Early Natufian ,12,124,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,654,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רכס הכרמל,730765,197177,
435,el-Wad Terrace LN,Prehistory,Natufian,2381,Mount Carmel,Bar-Oz et al 2004,Late Natufian,0,56,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רכס הכרמל,730765,197177,
436,el-Wad Terrace - EN,Prehistory,Natufian,1636,Mount Carmel,Yeshurun et al. 2014,EN,0,24,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,2,11,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,רכס הכרמל,730765,197177,
437,el-Wad Terrace - LN,Prehistory,Natufian,401,Mount Carmel,Yeshurun et al. 2014,LN,0,3,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רכס הכרמל,730765,197177,
438,Nahal Oren,Prehistory,Natufian,1847,Mount Carmel,Noy et al. 1973,Late Natufian,2,48,0,0,0,0,0,0,0,13,0,0,0,0,170,0,0,0,0,0,0,1538,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רכס הכרמל,735580,197930,
439,Rakefet,Prehistory,Neolithic,684,Mount Carmel,Garrard 1980 in Martin 1994,PPNB,7,36,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רכס הכרמל,728447,207847,
440,Nahal Oren,Prehistory,Neolithic,516,Mount Carmel,Noy et al. 1973,PPNA,1,15,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,454,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רכס הכרמל,735580,197930,
441,Horvat 'Eleq,Middle Ages,Ottoman,107,Mount Carmel,Horwitz ???,ottoman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,27,47,0,9,0,1,1,8,0,0,10,רכס הכרמל,715856,194443,
442,Horvat Eleq,Middle Ages,Ottoman,422,Mount Carmel,Abado et al. nd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,179,125,2,0,82,6,0,4,0,0,5,רכס הכרמל,717504,195932,
443,Kh Sumaqa,Middle Ages,Ottoman,6,Mount Carmel,Horwitz el al. 1990,mediaeval 12-15thCE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,רכס הכרמל,730700,203900,
444,Rambam-Bat Galim,Middle Ages,Ottoman,144,Mount Carmel,Sade nd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,16,0,0,0,2,0,0,0,0,5,רכס הכרמל,748670,198843,
445,Horvat 'Eleq,Biblical,Persian,29,Mount Carmel,Horwitz ???,persian-hellenistic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,16,1,0,0,5,0,0,0,0,0,1,רכס הכרמל,715856,194443,
446,Horvat Eleq,Biblical,Persian,22,Mount Carmel,Abado et al. nd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0,0,0,0,0,0,רכס הכרמל,717504,195932,
447,Yoqne'am,Biblical,Persian,83,Mount Carmel,Horwitz et al.2005,Persian 5-4thBCE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,34,2,0,1,0,0,0,0,0,3,רכס הכרמל,730010,210475,
448,Horvat Eleq,Classical,Roman,165,Mount Carmel,Abado et al. nd,Early Roman,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,54,72,0,0,9,4,0,1,0,0,7,רכס הכרמל,717504,195932,
449,Rambam-Bat Galim,Classical,Roman,71,Mount Carmel,Sade nd,Late Roman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15,0,1,0,0,0,0,0,0,5,רכס הכרמל,748670,198843,
450,Har Senaim Cult site,Classical,Roman,22,Mount Hermon,Horwitz et al. nd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,2,0,0,0,0,0,0,0,0,כתף חרמון,797436,267512,
451,Kedesh Barnea,Biblical,Iron Age,225,Negev Highlands,Heker Orion ?,Iron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,7,0,0,0,0,0,39,0,0,0,רמת עובדת,503800,153800,
452,Mezad Naal Yeter,Biblical,Iron Age,37,Negev Highlands,Heker Orion ?,Iron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,4,0,0,0,0,0,0,0,0,0,רמת עובדת,511799,170886,
453,Mezudat Laana,Biblical,Iron Age,23,Negev Highlands,Heker Orion ?,Iron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,רמת עובדת,513300,163200,
454,Beer Hafir,Biblical,Iron Age,47,Negev Highlands,Heker Orion ?,Iron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,3,0,0,0,5,0,0,0,רמת עובדת,514555,160650,
455,Ramat Mitrad,Biblical,Iron Age,47,Negev Highlands,Heker Orion ?,Iron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,רמת עובדת,518900,169900,
456,Beerotaim,Biblical,Iron Age,90,Negev Highlands,Heker Orion ?,Iron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,10,0,0,0,0,0,0,0,רמת עובדת,522650,149500,
457,Har Raviv,Biblical,Iron Age,21,Negev Highlands,Heker Orion ?,Iron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,רמת עובדת,528400,157500,
458,Rosh Horsha,Prehistory,Natufian,992,Negev Highlands,Butler et al. 1977,Late Natufian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,593,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רמת עובדת,491800,159200,
459,Abu Salem,Prehistory,Neolithic,1158,Negev Highlands,Butler et al. 1977,Harifain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רמת עובדת,493053,159107,
460,Ramat Harif,Prehistory,Neolithic,705,Negev Highlands,Goring-Morris 1987,PPNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,0,303,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,רמת עובדת,493567,154795,
461,Beerotaim,Biblical,Persian,60,Negev Highlands,Heker Orion ?,Per,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,רמת עובדת,522650,149500,
462,Akko Azrieli (A-6185),Classical,Byzantine ,198,Northern Coastal Plain,Marom nd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,66,36,20,1,1,33,2,21,0,0,8,מישור חוף הגליל,758769,208222,
463,Akko Yehoshafat St. (A-5639),Classical,Byzantine ,420,Northern Coastal Plain,Marom nd,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,15,271,12,25,6,1,0,1,0,0,0,43,מישור חוף הגליל,758833,207521,
464,Ard es-Samra (A-5190),Prehistory,Chalcolithic,56,Northern Coastal Plain,Marom nd,Early Chalcolithic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,7,23,0,0,0,0,0,0,0,0,מישור חוף עכו,756000,216136,
